frame_idx,proposal_id,class_name,confidence,x1,y1,x2,y2,source_detector,accepted,rejected,modified
0,f0_p0,player,0.9629568457603456,330.2088623046875,496.009765625,366.6934814453125,567.23095703125,match_node_best,False,False,False
0,f0_p1,player,0.9554609656333924,534.3580322265625,688.2354736328125,577.5338134765625,784.0706176757812,match_node_best,False,False,False
0,f0_p2,player,0.954559862613678,1311.0048828125,447.9337158203125,1349.6697998046875,515.1235961914062,match_node_best,False,False,False
0,f0_p3,player,0.951841115951538,839.91650390625,636.3207397460938,900.3980102539062,719.0404663085938,match_node_best,False,False,False
0,f0_p4,player,0.94985431432724,587.275146484375,591.3864135742188,628.6517944335938,671.1223754882812,match_node_best,False,False,False
0,f0_p5,player,0.9415614008903505,359.8545837402344,723.4288940429688,392.42529296875,824.248046875,match_node_best,False,False,False
0,f0_p6,player,0.9387763738632202,1279.128173828125,394.3551940917969,1306.578125,462.4088439941406,match_node_best,False,False,False
0,f0_p7,player,0.9328641295433044,873.3427124023438,362.2944946289063,904.3787231445312,422.1447448730469,match_node_best,False,False,False
0,f0_p8,player,0.9283280372619628,1370.774658203125,815.8233642578125,1442.9959716796875,903.0297241210938,match_node_best,False,False,False
0,f0_p9,player,0.9087438583374025,223.66525268554688,514.3734130859375,254.6934051513672,593.2505493164062,match_node_best,False,False,False
0,f0_p10,player,0.8886598944664001,996.982666015625,454.9626770019531,1026.3106689453125,525.512939453125,match_node_best,False,False,False
0,f0_p11,player,0.8805457353591919,949.33056640625,223.10093688964844,968.9051513671876,273.085205078125,match_node_best,False,False,False
0,f0_p12,player,0.8725762963294983,1160.3184814453125,356.2093200683594,1186.114990234375,411.8072509765625,match_node_best,False,False,False
0,f0_p13,player,0.8490387201309204,1572.8260498046875,612.9332275390625,1612.25732421875,694.0474243164062,match_node_best,False,False,False
0,f0_p14,player,0.8338294625282288,776.2535400390625,418.704345703125,801.5317993164062,488.8489990234375,match_node_best,False,False,False
0,f0_p15,player,0.8320016264915466,1146.9908447265625,725.9746704101562,1203.8896484375,794.8703002929688,match_node_best,False,False,False
0,f0_p16,player,0.8172644972801208,1124.822509765625,707.2362670898438,1177.431640625,790.6372680664062,match_node_best,False,False,False
0,f0_p17,player,0.8025586009025574,1096.5963134765625,306.1376342773437,1112.1829833984375,358.49029541015625,match_node_best,False,False,False
0,f0_p18,player,0.7598800659179688,375.189697265625,307.2200927734375,398.9916687011719,365.1910095214844,match_node_best,False,False,False
0,f0_p19,player,0.7471207976341248,1902.7398681640625,378.9558715820313,1919.435546875,440.8631591796875,match_node_best,False,False,False
0,f0_p20,referee,0.6183996796607971,308.71942138671875,225.146224975586,327.2489318847656,272.3787841796875,match_node_best,False,False,False
0,f0_p21,player,0.585869312286377,777.4364013671875,368.5593872070313,801.3425903320312,429.00140380859375,match_node_best,False,False,False
0,f0_p22,referee,0.5519230365753174,128.59873962402344,972.2816162109376,167.02352905273438,1078.8221435546875,match_node_best,False,False,False
0,f0_p23,player,0.4887904524803161,1229.7508544921875,431.661865234375,1262.7608642578125,501.5089111328125,match_node_best,False,False,False
0,f0_p24,referee,0.2515476942062378,1854.478271484375,808.9813232421875,1892.9091796875,915.8623657226562,match_node_best,False,False,False
0,f0_p25,player,0.2009689509868621,962.2294921875,200.8435516357422,981.6224365234376,232.53868103027344,match_node_best,False,False,False
10,f10_p0,player,0.9604544043540956,340.5386962890625,497.1038818359375,381.5404052734375,571.935546875,match_node_best,False,False,False
10,f10_p1,player,0.9589805006980896,1318.8001708984375,832.2793579101562,1377.0123291015625,924.2389526367188,match_node_best,False,False,False
10,f10_p2,player,0.951576054096222,1289.8206787109375,397.4054565429688,1323.164306640625,466.2258911132813,match_node_best,False,False,False
10,f10_p3,player,0.9491019248962402,354.8255310058594,738.2529907226562,395.1962585449219,840.3485717773438,match_node_best,False,False,False
10,f10_p4,player,0.9481410980224608,1607.7774658203125,633.1007690429688,1645.388916015625,718.5029296875,match_node_best,False,False,False
10,f10_p5,player,0.9451602101325988,1341.41748046875,447.8231506347656,1380.874755859375,518.3927001953125,match_node_best,False,False,False
10,f10_p6,player,0.9404596090316772,541.1397094726562,693.1837158203125,579.1748046875,786.1417236328125,match_node_best,False,False,False
10,f10_p7,player,0.9398606419563292,912.36376953125,643.6278686523438,980.931884765625,729.7197875976562,match_node_best,False,False,False
10,f10_p8,player,0.9378440380096436,1249.3216552734375,432.0064697265625,1280.1708984375,502.9573364257813,match_node_best,False,False,False
10,f10_p9,player,0.9325618147850036,896.2578735351562,364.6497802734375,924.310302734375,424.317138671875,match_node_best,False,False,False
10,f10_p10,player,0.9275727272033693,639.2166748046875,601.473388671875,666.5989990234375,681.3541870117188,match_node_best,False,False,False
10,f10_p11,player,0.8955497145652771,1190.323486328125,359.3658447265625,1213.7470703125,414.00787353515625,match_node_best,False,False,False
10,f10_p12,player,0.884076714515686,1100.4595947265625,310.09881591796875,1125.2330322265625,359.6451721191406,match_node_best,False,False,False
10,f10_p13,player,0.8794470429420471,1013.726806640625,462.2713012695313,1037.1649169921875,527.2129516601562,match_node_best,False,False,False
10,f10_p14,player,0.8576684594154358,232.2891998291016,518.502197265625,261.23553466796875,596.7982177734375,match_node_best,False,False,False
10,f10_p15,player,0.801253616809845,780.7021484375,423.8784790039063,805.2503051757812,490.6997985839844,match_node_best,False,False,False
10,f10_p16,player,0.7728345394134521,374.0813903808594,308.97906494140625,398.0646667480469,366.45556640625,match_node_best,False,False,False
10,f10_p17,player,0.6904838681221008,1909.540283203125,383.4752502441406,1919.387451171875,439.81341552734375,match_node_best,False,False,False
10,f10_p18,player,0.6538878679275513,315.8781433105469,225.8168182373047,332.0516967773437,272.2228088378906,match_node_best,False,False,False
10,f10_p19,referee,0.3582075536251068,127.4921417236328,972.2037353515624,166.61666870117188,1078.71142578125,match_node_best,False,False,False
10,f10_p20,player,0.3533758819103241,1853.7725830078125,809.4534301757812,1893.7994384765625,916.21337890625,match_node_best,False,False,False
10,f10_p21,player,0.3247353434562683,956.3508911132812,228.6156616210937,974.3165893554688,274.69921875,match_node_best,False,False,False
10,f10_p22,referee,0.2831179797649383,1886.4373779296875,234.0012969970703,1910.82177734375,286.25372314453125,match_node_best,False,False,False
10,f10_p23,player,0.2638414204120636,775.9598999023438,371.2867431640625,799.253662109375,430.50531005859375,match_node_best,False,False,False
10,f10_p24,player,0.2142174690961837,962.1624755859376,198.6223602294922,981.6087036132812,231.54458618164065,match_node_best,False,False,False
15,f15_p0,player,0.9608296751976012,539.880859375,705.6024780273438,587.6614990234375,797.3870849609375,match_node_best,False,False,False
15,f15_p1,player,0.9539069533348083,1217.831298828125,722.1077880859375,1281.43896484375,824.811767578125,match_node_best,False,False,False
15,f15_p2,player,0.9520742297172546,346.93292236328125,500.8322143554688,387.02874755859375,575.3375244140625,match_node_best,False,False,False
15,f15_p3,player,0.9435816407203674,235.8451232910156,519.2256469726562,268.34637451171875,596.6746215820312,match_node_best,False,False,False
15,f15_p4,player,0.9387373924255372,655.28515625,603.3347778320312,700.5360717773438,688.569091796875,match_node_best,False,False,False
15,f15_p5,player,0.938478708267212,344.8443603515625,738.766357421875,386.3193054199219,840.923095703125,match_node_best,False,False,False
15,f15_p6,player,0.938172459602356,969.2619018554688,653.658447265625,1011.7677001953124,736.0435791015625,match_node_best,False,False,False
15,f15_p7,player,0.9373723268508912,1258.9581298828125,435.9638366699219,1291.7449951171875,504.8124084472656,match_node_best,False,False,False
15,f15_p8,player,0.93403422832489,1022.6876220703124,466.9547424316406,1051.652099609375,532.845703125,match_node_best,False,False,False
15,f15_p9,player,0.929166615009308,1253.4210205078125,832.0203247070312,1341.65380859375,920.3082885742188,match_node_best,False,False,False
15,f15_p10,player,0.9222652912139891,1302.939697265625,398.2396240234375,1328.08447265625,465.9088745117188,match_node_best,False,False,False
15,f15_p11,player,0.91948664188385,1618.609130859375,642.3690185546875,1659.498046875,737.5775146484375,match_node_best,False,False,False
15,f15_p12,player,0.9084898233413696,1202.671142578125,357.2146911621094,1229.0450439453125,414.68206787109375,match_node_best,False,False,False
15,f15_p13,player,0.8853303790092468,908.3135986328124,366.6473693847656,931.3963623046876,427.182861328125,match_node_best,False,False,False
15,f15_p14,player,0.8806005716323853,374.8013000488281,311.7393798828125,399.2275390625,369.6286926269531,match_node_best,False,False,False
15,f15_p15,player,0.875422477722168,1370.9061279296875,452.53515625,1394.6719970703125,520.4509887695312,match_node_best,False,False,False
15,f15_p16,player,0.8451786637306213,1111.2579345703125,314.9411315917969,1132.594482421875,360.7293090820313,match_node_best,False,False,False
15,f15_p17,player,0.8405539393424988,778.0344848632812,373.7273559570313,801.1571655273438,460.7755737304688,match_node_best,False,False,False
15,f15_p18,player,0.7967578768730164,318.32623291015625,210.05409240722656,336.3580017089844,271.7041015625,match_node_best,False,False,False
15,f15_p19,player,0.7243461608886719,961.1622924804688,225.0658569335937,979.7157592773438,275.6610107421875,match_node_best,False,False,False
15,f15_p20,player,0.7237661480903625,1856.4140625,809.4554443359375,1899.813720703125,915.5361328125,match_node_best,False,False,False
15,f15_p21,player,0.3298693597316742,1914.6817626953125,387.5787353515625,1919.5455322265625,443.0255126953125,match_node_best,False,False,False
15,f15_p22,player,0.2439333349466323,780.87646484375,423.5571899414063,807.71533203125,461.8216247558594,match_node_best,False,False,False
30,f30_p0,player,0.9668274521827698,590.9738159179688,691.8350830078125,651.9725341796875,785.9588012695312,match_node_best,False,False,False
30,f30_p1,player,0.9571288228034972,241.20510864257807,525.1842041015625,277.69415283203125,604.3515625,match_node_best,False,False,False
30,f30_p2,player,0.9546990394592284,1046.9364013671875,677.0748291015625,1099.41357421875,757.5663452148438,match_node_best,False,False,False
30,f30_p3,player,0.9479355812072754,300.783935546875,761.8977661132812,356.0138854980469,861.9467163085938,match_node_best,False,False,False
30,f30_p4,player,0.945988953113556,726.3432006835938,625.0050659179688,759.7416381835938,712.469482421875,match_node_best,False,False,False
30,f30_p5,player,0.9419022798538208,1621.587890625,674.1915893554688,1665.65576171875,771.2494506835938,match_node_best,False,False,False
